Cote;CB;Type;Titre;SousTitre;AuteurNom;AuteurPrénom;AuteurAutre;Date;Langue;600;;601$a;;606$a;606$a;606$a;607$a;300$a;330$a
C1994-GER;2305032X;K7A;Temps et espace public;;Gerz;Jochen;;1994;fre;Gerz, Jochen (1940-....);;;;;;;;"Conférence donnée le 9 mars 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Quel peut-être le rôle d'une ?uvre à une époque où ""les notions qui ont été inventées à la fin des années 60 pour transformer l'espace public ont été privatisées? Un exemple: l'intervention qui était un saut dans l'espace public est désormais une catégorie intra muros."" Jochen Gerz qui présente ses ?uvres depuis 1969 au Musée de l'ancienne Douane évoquera quelques unes de ses réalisations publiques (...). ""(Source: Rapport d'activité 1993/1994)""";
C1994-KON;23050331;K7A;Qu'est-ce que le FRAC-Alsace?;;Konstantinidis;Dimitri;;1994;fre;;;;;Fonds régionaux d'art contemporain;;;;"Conférence donnée le 12 janvier 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Fondés en 1982, les 22 Fonds Régionaux d'Art Contemporain ont pour vocation de constituer un volant d'?uvres d'art contemporaines destiné à doter chacune de ces régions d'un potentiel artistique qui lui est propre. Conçus pour familiariser le public avec les expressions récentes de l'art, ces FRAC ont considérablement enrichi le patrimoine en France. Quelles modalités prédisent à l'acquisition des ?uvres, selon quelle vision se dessine l'identité de ces collections? Comment s'organisent la circulation et la diffusion de l'Art? Les Frac constituent une réalisation exemplaire (et unique en son genre) dans la mesure où chaque région répond de manière différente et originale aux questions que pose la création."" (Source: Rapport d'activité 1993/1994)""";
C1994-MIL;23053269;K7A;De l'objet à l'?uvre, les espaces utopiques de l'art;;Millet;Catherine;;1994;fre;;;;;Création (esthétique);;;;"Conférence donnée le 30 novembre 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. A partir d'une réflexion conduite par l'observation du travail de jeunes artistes, Catherine Millet développera l'idée que la diversité des techniques fait oublier que l'?uvre naît d'une pratique, c'est-à-dire d'une maîtrise de la matière. Or, nous ne pouvons plus nous contenter de la soumission à la loi des matériaux. Il sera question de la recherche d'espaces utopiques nouveaux que l'art peut ouvrir en s'arrachant à ses supports matériels."" (Source: Rapport d'activité 1993/1994)""";
C1994-PON;2305321X;K7A;La mise en scène de l'objet artistique;;Pontoreau;Daniel;;1994;fre;Pontoreau, Daniel (1947-....);;;;;;;;"Conférence La mise en scène de l'objet artistique"" donnée le 25 janvier 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. (Date sur la cassette 26/01/1994) ""Sculpteur, il a commencé à travailler la céramique et très rapidement son travail s'est orienté vers la scénographie, notamment pour la compagnie de danse Kilina Crenoma qui a donné ses spectacles à New-York et Montréal."".""(Source: Rapport d'activité 1993/1994)""";
C1994-ROS;23051426;K7A;Medienkunst, La création vidéo contemporaine;;Rosenbach;Ulrike;;1994;fre;Rosenbach, Ulrike (1943-....);;;;Art de performance;Art vidéo;;;"Conférence Medienkunst, La création vidéo contemporaine"" le 23 mars 1994 à 18h30 à l'Ecole Supérieure des Arts Décoratifs. ""Dès 1972, Ulrike Rosenbach présentait son travail vidéo à la Biennale de Venise et la Documenta de Cassel. Elle n'a cessé d'associer performance et vidéo.""""";
C1994-ROY1;23051414;K7A;Promenade dans la Naples baroque (1er volet, architecture et sculpture);;Roy;Alain;;1994;fre;;;;;Art baroque;Art;;;Conférence d'Alain Roy à l'Ecole Supérieure des Arts Décoratifs de Strasbourg, le 14 mars 1994 à 18h30. Alain Roy est spécialiste de l'art baroque et directeur de l'Institut d'Histoire de l'Art à l'Université des Sciences Humaines de Strasbourg;
C1994-ROY2;23051402;K7A;La peinture baroque napolitaine (2e volet);;Roy;Alain;;1994;fre;;;;;Art baroque;Art;;;"Conférence d'Alain Roy à l'Ecole Supérieure des Arts Décoratifs de Strasbourg, le 28 mars 1994 à 18h30. Cette conférence fait suite à la première, consacrée à la sculpture et à l'architecture baroques en relation avec l'exposition Baroque napolitain présentée aux Musées de Strasbourg."" (Source: Rapport d'activité 1993/1994)""";
C1994-SAL1;23051397;K7A;Art de la mémoire, mémoire de l'art;;Salgas;Jean-Pierre;;1994;fre;;;;;Mémoire;Génocide;;;"Conférence de Jean-Pierre Salgas à l'Ecole Supérieure des Arts Décoratifs de Strasbourg, le 6 avril 1994 à 18h30. Non seulement l'art n'est pas impossible après Auschwitz, mais le génocide contraint à l'art. A l'invention d'un nouvel ""art de la mémoire"", dont tant Shoah de Claude Lanzmann que les livres de Georges Perec ou les monuments paradoxaux d'Esther et Jochen Gerz offrent des exemples décisifs. Telle sera, sinon la thèse de cette conférence, au moins son intention: tenter de définir ce nouvel art de la mémoire. Introduire par là-même au cycle cinéma-vidéo proposé sous le même titre à l'Odyssée."" (Source: Rapport d'activité 1993/1994)""";
C1994-SAL2;23051385;K7A;Art de la mémoire, mémoire de l'art;;Salgas;Jean-Pierre;;1994;fre;;;;;Mémoire;Génocide;;;"Conférence de Jean-Pierre Salgas à l'Ecole Supérieure des Arts Décoratifs de Strasbourg, le 6 avril 1994 à 18h30. Non seulement l'art n'est pas impossible après Auschwitz, mais le génocide contraint à l'art. A l'invention d'un nouvel ""art de la mémoire"", dont tant Shoah de Claude Lanzmann que les livres de Georges Perec ou les monuments paradoxaux d'Esther et Jochen Gerz offrent des exemples décisifs. Telle sera, sinon la thèse de cette conférence, au moins son intention: tenter de définir ce nouvel art de la mémoire. Introduire par là-même au cycle cinéma-vidéo proposé sous le même titre à l'Odyssée."" (Source: Rapport d'activité 1993/1994)""";
C1994-SAR1;23050392;K7A;La Parole de l'espace;;Sarkis;;;1994;fre;Sarkis(1938-....);;;;;;;;"Conférence donnée le 9 novembre 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Si l'on regarde depuis 1968 tous mes travaux, je peux dire qu'ils posent sans exception la même question de l'origine, de la naissance et de leur arrivée dans notre monde, les questions de la forme, leur parole donc, la façon de se montrer, le lieu où ils vont vivre telle chose, comment ils évoluent ou grandissent, par conséquent la notion de temps, de voyage. Comment j'agis avec eux? Comment eux agissent-ils avec le spectateur? Qu'est-ce qu'attend le spectateur?"" (Source: Rapport d'activité 1993/1994)""";
C1994-SAR2;23050408;K7A;La Parole de l'espace;;Sarkis;;;1994;fre;Sarkis(1938-....);;;;;;;;"Conférence donnée le 9 novembre 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Si l'on regarde depuis 1968 tous mes travaux, je peux dire qu'ils posent sans exception la même question de l'origine, de la naissance et de leur arrivée dans notre monde, les questions de la forme, leur parole donc, la façon de se montrer, le lieu où ils vont vivre telle chose, comment ils évoluent ou grandissent, par conséquent la notion de temps, de voyage. Comment j'agis avec eux? Comment eux agissent-ils avec le spectateur? Qu'est-ce qu'attend le spectateur?"" (Source: Rapport d'activité 1993/1994)""";
C1994-SAR3;23050380;K7A;La Parole de l'espace;;Sarkis;;;1994;fre;Sarkis(1938-....);;;;;;;;"Conférence donnée le 9 novembre 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Si l'on regarde depuis 1968 tous mes travaux, je peux dire qu'ils posent sans exception la même question de l'origine, de la naissance et de leur arrivée dans notre monde, les questions de la forme, leur parole donc, la façon de se montrer, le lieu où ils vont vivre telle chose, comment ils évoluent ou grandissent, par conséquent la notion de temps, de voyage. Comment j'agis avec eux? Comment eux agissent-ils avec le spectateur? Qu'est-ce qu'attend le spectateur?"" (Source: Rapport d'activité 1993/1994)""";
C1994-STA1;23053245;K7A;Comment l'esprit vient aux objets;;Staudenmeyer;Pierre;;1993;fre;;;;;Design;;;;Conférence donnée le 20 octobre 1993 à l'Ecole des Arts Décoratifs de Strasbourg. Forme, fonction et sens, une triade éternelle. Il s'attachera à illustrer par des objets contemporains un aperçu à la fois historique et géographique, montrant différentes stratifications du sens;
C1994-STA2;23053233;K7A;Comment l'esprit vient aux objets;;Staudenmeyer;Pierre;;1993;fre;;;;;Design;;;;Conférence donnée le 20 octobre 1993 à l'Ecole des Arts Décoratifs de Strasbourg. Forme, fonction et sens, une triade éternelle. Il s'attachera à illustrer par des objets contemporains un aperçu à la fois historique et géographique, montrant différentes stratifications du sens;
C1994-VET;23053208;K7A;Lire une image;;Vettranio-Soulard;Marie-Claude;;1994;fre;;;;;;;;;"Conférence Lire une image"" donnée le 19 octobre 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Une occasion privilégiée de revenir sur l'analyse de certaines règles de construction du donné iconique qui permettent d'aboutir à des apports théoriques, notamment sur les déplacements du regard et les zones prégnantes de l'image."".""(Source: Rapport d'activité 1993/1994)""";
C1995 - BEN1;23063122;ADV;Tradition, transmission, enseignement;une relecture de la modernité par Walter Benjamin;Greff;Jean-Pierre;;1995;fre;Benjamin, Walter (1892-1940);;;;;;;;"Enregistrement des interventions lors du colloque Tradition, transmission, enseignement : une relecture de la modernité par Walter Benjamin"" qui s'est tenu le 10 mai 1995 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Tradition, transmission, enseignement : comment associer ces trois termes, alors même que la modernité a boulversé ce qui permettait de les égrener dans une succession continue ? En effet, la modernité s'est d'abord inaugurée à la faveur d'une rupture avec la tradition, tant et si bien qu'aujourd'hui toute mention de cette rupture finit elle-même par relever du poncif. L'évocation d'une rupture avec la tradition n'échappe au poncif que là où elle n'est pas une simple formule servant commodément à définir la modernité, là où elle devient le point de départ d'une interrogation. Il s'agirait alors d'interroger la mise en crise des rapports constitutifs de la tradition que cette rupture entraîne, notamment de ceux entre l'autorité de la tradition, le mode de sa transmission et la pratique de son enseignement. L'ESAD propose un journée de réflexion sur cette mise en crise, réflexion qui s'ancre dans une confrontation avec la pensée de Benjamin. (Source : Rapport d'activité 1995). Face B de la cassette 3 endommagée.""";
C1995 - BEN2;23063093;ADV;Tradition, transmission, enseignement;une relecture de la modernité par Walter Benjamin;Greff;Jean-Pierre;;1995;fre;Benjamin, Walter (1892-1940);;;;;;;;"Enregistrement des interventions lors du colloque Tradition, transmission, enseignement : une relecture de la modernité par Walter Benjamin"" qui s'est tenu le 10 mai 1995 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Tradition, transmission, enseignement : comment associer ces trois termes, alors même que la modernité a boulversé ce qui permettait de les égrener dans une succession continue ? En effet, la modernité s'est d'abord inaugurée à la faveur d'une rupture avec la tradition, tant et si bien qu'aujourd'hui toute mention de cette rupture finit elle-même par relever du poncif. L'évocation d'une rupture avec la tradition n'échappe au poncif que là où elle n'est pas une simple formule servant commodément à définir la modernité, là où elle devient le point de départ d'une interrogation. Il s'agirait alors d'interroger la mise en crise des rapports constitutifs de la tradition que cette rupture entraîne, notamment de ceux entre l'autorité de la tradition, le mode de sa transmission et la pratique de son enseignement. L'ESAD propose un journée de réflexion sur cette mise en crise, réflexion qui s'ancre dans une confrontation avec la pensée de Benjamin. (Source : Rapport d'activité 1995). Face B de la cassette 3 endommagée.""";
C1995 - BEN3;23063109;ADV;Tradition, transmission, enseignement;une relecture de la modernité par Walter Benjamin;Greff;Jean-Pierre;;1995;fre;Benjamin, Walter (1892-1940);;;;;;;;"Enregistrement des interventions lors du colloque Tradition, transmission, enseignement : une relecture de la modernité par Walter Benjamin"" qui s'est tenu le 10 mai 1995 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Tradition, transmission, enseignement : comment associer ces trois termes, alors même que la modernité a boulversé ce qui permettait de les égrener dans une succession continue ? En effet, la modernité s'est d'abord inaugurée à la faveur d'une rupture avec la tradition, tant et si bien qu'aujourd'hui toute mention de cette rupture finit elle-même par relever du poncif. L'évocation d'une rupture avec la tradition n'échappe au poncif que là où elle n'est pas une simple formule servant commodément à définir la modernité, là où elle devient le point de départ d'une interrogation. Il s'agirait alors d'interroger la mise en crise des rapports constitutifs de la tradition que cette rupture entraîne, notamment de ceux entre l'autorité de la tradition, le mode de sa transmission et la pratique de son enseignement. L'ESAD propose un journée de réflexion sur cette mise en crise, réflexion qui s'ancre dans une confrontation avec la pensée de Benjamin. (Source : Rapport d'activité 1995). Face B de la cassette 3 endommagée.""";
C1995 - BEN4;2306307X;ADV;Tradition, transmission, enseignement;une relecture de la modernité par Walter Benjamin;Greff;Jean-Pierre;;1995;fre;Benjamin, Walter (1892-1940);;;;;;;;"Enregistrement des interventions lors du colloque Tradition, transmission, enseignement : une relecture de la modernité par Walter Benjamin"" qui s'est tenu le 10 mai 1995 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Tradition, transmission, enseignement : comment associer ces trois termes, alors même que la modernité a boulversé ce qui permettait de les égrener dans une succession continue ? En effet, la modernité s'est d'abord inaugurée à la faveur d'une rupture avec la tradition, tant et si bien qu'aujourd'hui toute mention de cette rupture finit elle-même par relever du poncif. L'évocation d'une rupture avec la tradition n'échappe au poncif que là où elle n'est pas une simple formule servant commodément à définir la modernité, là où elle devient le point de départ d'une interrogation. Il s'agirait alors d'interroger la mise en crise des rapports constitutifs de la tradition que cette rupture entraîne, notamment de ceux entre l'autorité de la tradition, le mode de sa transmission et la pratique de son enseignement. L'ESAD propose un journée de réflexion sur cette mise en crise, réflexion qui s'ancre dans une confrontation avec la pensée de Benjamin. (Source : Rapport d'activité 1995). Face B de la cassette 3 endommagée.""";
C1995 - DEM1;23052583;ADV;L'espace livre;;Demarq;Jacques;;1995;fre;;;;;Livres et lecture;;;;"Conférence donnée le 15 mars 1995 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Jacques Demarcq, chargé de cours à l'ESAD. L'espace livre : pour ne pas faire trop simple, nous partirons de l'hypothèse que l'espace livre est triple : tout à la fois uni-bi-tridimensionnel. Non que ces trois cadres s'additionnenet en une géométrie hyperbolique à six dimensions. Mais ils s'imbriquent de manière assez transparente pour demeurer unitairement distincts, un peu comme la mystérieuse Trinité chrétienne...""Source: Rapport d'activité 1995)""";
