Cote;ISBD;Note1;;Note2;Indexation 600;Indexation 606;;;
*C1994 - BAR*;Aspect du design en France [enregistrement sonore] / Arlette Barré-Despond. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;Conférence donnée le 7 mars 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Arlette Barré-Despond, auteur de plusieurs ouvrages spécialisés dans le domaine des arts appliqués et du design. Troisième volet du cycle de conférences sur les arts appliqués et le design. Source : Rapport d'activité 1993/1994);;Fichier numérisé disponible.;;Design;;;
*C1994 - BAR*;Les Vhutemas : 1918-1929 [enregistrement sonore] : ateliers supérieurs d'architecture et de création / Arlette Barré-Despond. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;"Conférence donnée le 14 février 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Arlette Barré-Despond. Issus de la première réforme des enseignements artistiques initiée dans les premières années de la Révolution soviétique de 1917, les Vhutemans exerceront une influence durable et déterminante sur le devenir plastique et formel du mouvement moderne soviétique dans le domaine des arts appliqués, plastiques et de l'architecture "". Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;;Art;;;
*C1994 - BAR*;L'U.A.M. 1929-1949 [enregistrement sonore] : L'Union des Artistes Modernes / Arlette Barré-Despond. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;Conférence donnée le 7 mars 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Arlette Barré-Despond, auteur de plusieurs ouvrages spécialisés dans le domaine des arts appliqués et du design. Souhaitant associer l'art à l'industrie, l'U.A.M. concentra, durant l'entre deux-guerres, les forces vives de l'avant-garde dans le domaine des arts, de l'architecture et des arts décoratifs ; l'U.A.M. regroupa en effet des personnalités aussi différentes que l'affichiste Cassandre, le typographe Charles Peignot, la décoratrice Eileen Gray, l'orfèvre Jean Puiforcat que les architectes Le Corbusier, Pierre Chareau ou Jean Prouvé. Aucune étude n'avait été entreprise jusqu'à présent sur ce mouvement, pourtant capital. Source : Rapport d'activité 1993/1994);;;UAM;;;
*C1994-BAI*;De la commande publique (1er volet) [enregistrement sonore] / Jean-Yves Bainier. - Strasbourg : Ecole Supérieure des Arts Décoratifs de Strasbourg, 1994. - 1 cassette audio;"Conférence donnée le 13 avril 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Conseiller aux Arts Plastiques pour la Région Alsace, Jean-Yves Bainier présentera lors de cette première conférence les mécanismes ministériels et locaux qui ont permis la mise en place d'une véritable politique de la commande publique en France. Ce sera l'occasion de voir se croiser l'expression artistique avec la volonté des pouvoirs décisionnels, et ceci, par une personnalité qui a successivement ?uvré dans les différentes instances de la promotion culturelle, à savoir l'état, la ville, la région ou encore le mécénat."" (Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;;Art;;;
*C1994-BAI*;De la commande publique (2ème volet) [enregistrement sonore] / Jean-Yves Bainier. - Strasbourg : Ecole Supérieure des Arts Décoratifs de Strasbourg, 1994. - 1 cassette audio;"Conférence donnée le 13 avril 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Jean-Yves Bainier dressera un panorama de la commande publique en Alsace et plus précisément à Strasbourg (en particulier dans le cadre de la construction du Tramway).""(Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;;Art;;;
*C1994-CAR*;Poussin, peintre baroque ? [enregistrement audio] / Giovanni Careri. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;"Conférence donnée le 16 mars 1994 à l'Ecole des Arts Décoratifs de Strasbourg. ""Giovanni Careri posera cette question, un peu provocatrice à partir de deux versions des deux tableaux peints par Poussin, lors de son premier séjour romain: ""Reno et Armide"" (1621) puis ""Tracède et Herminie"" (1637) ont pour thème commun la ""Jérusalem délivrée"" du Tasse (écrivain italien du XVIe siècle). Careri dévoilera le baroquisme de ces ?uvres de Poussin en se fondant sur une analyse minutieuse, tant du point de vue formel que narratif et affectif. Tensions sur des moments de passage - de la haine et de la guerre à l'amour, de la mort à la vue (Résurrection de Trancrède, qu'hermine panse de ses cheveux) -, contraste exacerbé des mouvements des personnages, de l'âme et des affects, jeu des ambiguïtés à l'exemple de l'ambivalence sexuelle de Reno, qui amoureux, se mue en femme.""(Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;Poussin;;;;
*C1994-CHI*;Esthétique et communication [enregistrement audio] / Jean-Claude Chirollet. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;"Conférence ""Esthétique et communication"" donnée le 23 novembre 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Qu'Est-ce que les sciences et les technologies peuvent apporter à la création? L'esthétique n'est plus restreinte au cercle du beau idéal et de la métaphysique: elle ne craint pas de s'affronter aux technosciences dont elle tire un projet original. Mais la technoscience ne dispense pas les artistes (qui sont prafois des spécialistes de la technologie) de réfléchir aux finalités humanistes des sciences et des techniques qu'ils utilisent."".""(Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;;Art et technologie;;;
*C1994-DEJ*;[Conférence] [enregistrement audio] / Bernard Dejonghe. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;"Conférence donnée le 26 octobre 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Les sculptures de Bernard Dejonghe sont faites à partir de matériaux tels que l'argile ou le verre qui nécessitent l'action de la chaleur pour leur donner leur aspect définitif. Celui-ci se trouve donc confronté à des phénomènes physiques ou chimiques dont la connaissance est essentielle pour maîtrise la fabrication de ses pièces";" et au-delà, arriver à une expression libre afin de faire surgir l'énergie contenue dans la matière, énergie que nous ressentons dans les pierres, les rochers travaillés par le vent, l'eau... selon les hasards des évènements climatiques."".""(Source: Rapport d'activité 1993/1994)";;;;;;
*C1994-GER*;Temps et espace public [enregistrement sonore] / Jochen Gerz. - Strasbourg : Ecole Supérieure des Arts Décoratifs de Strasbourg, 1994. - 1 cassette audio;"Conférence donnée le 9 mars 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Quel peut-être le rôle d'une ?uvre à une époque où ""les notions qui ont été inventées à la fin des années 60 pour transformer l'espace public ont été privatisées? Un exemple: l'intervention qui était un saut dans l'espace public est désormais une catégorie intra muros."" Jochen Gerz qui présente ses ?uvres depuis 1969 au Musée de l'ancienne Douane évoquera quelques unes de ses réalisations publiques (...). ""(Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;Gerz;;;;
*C1994-KON*;Qu'est-ce que le FRAC-Alsace? [enregistrement sonore] / Dimitri Konstantinidis. - Strasbourg : Ecole Supérieure des Arts Décoratifs de Strasbourg, 1994. - 1 cassette audio;"Conférence donnée le 12 janvier 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Fondés en 1982, les 22 Fonds Régionaux d'Art Contemporain ont pour vocation de constituer un volant d'?uvres d'art contemporaines destiné à doter chacune de ces régions d'un potentiel artistique qui lui est propre. Conçus pour familiariser le public avec les expressions récentes de l'art, ces FRAC ont considérablement enrichi le patrimoine en France. Quelles modalités prédisent à l'acquisition des ?uvres, selon quelle vision se dessine l'identité de ces collections? Comment s'organisent la circulation et la diffusion de l'Art? Les Frac constituent une réalisation exemplaire (et unique en son genre) dans la mesure où chaque région répond de manière différente et originale aux questions que pose la création."" (Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;;Fonds régionaux d'art contemporain;;;
*C1994-MIL*;De l'objet à l'?uvre, les espaces utopiques de l'art [enregistrement audio] / Catherine Millet. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;"Conférence donnée le 30 novembre 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""A partir d'une réflexion conduite par l'observation du travail de jeunes artistes, Catherine Millet développera l'idée que la diversité des techniques fait oublier que l'?uvre naît d'une pratique, c'est-à-dire d'une maîtrise de la matière. Or, nous ne pouvons plus nous contenter de la soumission à la loi des matériaux. Il sera question de la recherche d'espaces utopiques nouveaux que l'art peut ouvrir en s'arrachant à ses supports matériels."" (Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;;Création (esthétique);;;
*C1994-PON*;La mise en scène de l'objet artistique [enregistrement audio] / Daniel Pontoreau. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;"Conférence ""La mise en scène de l'objet artistique"" donnée le 25 janvier 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. (Date sur la cassette 26/01/1994) ""Sculpteur, il a commencé à travailler la céramique et très rapidement son travail s'est orienté vers la scénographie, notamment pour la compagnie de danse Kilina Crenoma qui a donné ses spectacles à New-York et Montréal."".""(Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;Pontoreau;;;;
*C1994-ROS*;Medienkunst, La création vidéo contemporaine [enregistrement audio] / Ulrike Rosenbach. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;"Conférence ""Medienkunst, La création vidéo contemporaine"" le 23 mars 1994 à 18h30 à l'Ecole Supérieure des Arts Décoratifs. ""Dès 1972, Ulrike Rosenbach présentait son travail vidéo à la Biennale de Venise et la Documenta de Cassel. Elle n'a cessé d'associer performance et vidéo.""";;Fichier numérisé disponible.;Rosenbach;Art de performance;;;
*C1994-ROY1*;Promenade dans la Naples baroque (1er volet, architecture et sculpture) [enregistrement audio] / Alain Roy. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;"Conférence d'Alain Roy à l'Ecole Supérieure des Arts Décoratifs de Strasbourg, le 14 mars 1994 à 18h30. ""Alain Roy est spécialiste de l'art baroque et directeur de l'Institut d'Histoire de l'Art à l'Université des Sciences Humaines de Strasbourg";" expert consultant auprès du Conseil de l'Europe, il fut commissaire des expositions l'Amour de l'Art et de Théodore van Thudden présentées aux Musées de la Ville de Strasbourg. Il vient d'écrire un article Naples et l'Europe, Peintres étrangers et influence européenne dans la Naples du XVIIe siècle pour l'exposition en cours le Baroque napolitain aux Musées de Strasbourg.""";;;;Art baroque;;
*C1994-ROY2*;La peinture baroque napolitaine (2e volet) [enregistrement audio] / Alain Roy. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 1 cassette audio;"Conférence d'Alain Roy à l'Ecole Supérieure des Arts Décoratifs de Strasbourg, le 28 mars 1994 à 18h30. ""Cette conférence fait suite à la première, consacrée à la sculpture et à l'architecture baroques en relation avec l'exposition Baroque napolitain présentée aux Musées de Strasbourg."" (Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;;Art baroque;;;
*C1994-SAL1*;Art de la mémoire, mémoire de l'art [enregistrement audio] / Jean-Pierre Salgas. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 2 cassettes audio;"Conférence de Jean-Pierre Salgas à l'Ecole Supérieure des Arts Décoratifs de Strasbourg, le 6 avril 1994 à 18h30. ""Non seulement l'art n'est pas impossible après Auschwitz, mais le génocide contraint à l'art. A l'invention d'un nouvel ""art de la mémoire"", dont tant Shoah de Claude Lanzmann que les livres de Georges Perec ou les monuments paradoxaux d'Esther et Jochen Gerz offrent des exemples décisifs. Telle sera, sinon la thèse de cette conférence, au moins son intention: tenter de définir ce nouvel art de la mémoire. Introduire par là-même au cycle cinéma-vidéo proposé sous le même titre à l'Odyssée."" (Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;;Mémoire;;;
*C1994-SAL2*;Art de la mémoire, mémoire de l'art [enregistrement audio] / Jean-Pierre Salgas. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 1994. - 2 cassettes audio;"Conférence de Jean-Pierre Salgas à l'Ecole Supérieure des Arts Décoratifs de Strasbourg, le 6 avril 1994 à 18h30. ""Non seulement l'art n'est pas impossible après Auschwitz, mais le génocide contraint à l'art. A l'invention d'un nouvel ""art de la mémoire"", dont tant Shoah de Claude Lanzmann que les livres de Georges Perec ou les monuments paradoxaux d'Esther et Jochen Gerz offrent des exemples décisifs. Telle sera, sinon la thèse de cette conférence, au moins son intention: tenter de définir ce nouvel art de la mémoire. Introduire par là-même au cycle cinéma-vidéo proposé sous le même titre à l'Odyssée."" (Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;;Mémoire;;;
*C1994-SAR1*;La Parole de l'espace [enregistrement sonore] / Sarkis. - Strasbourg : Ecole Supérieure des Arts Décoratifs de Strasbourg, 1994. - 3 cassettes audio;"Conférence donnée le 9 novembre 1994 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. ""Si l'on regarde depuis 1968 tous mes travaux, je peux dire qu'ils posent sans exception la même question de l'origine, de la naissance et de leur arrivée dans notre monde, les questions de la forme, leur parole donc, la façon de se montrer, le lieu où ils vont vivre telle chose, comment ils évoluent ou grandissent, par conséquent la notion de temps, de voyage. Comment j'agis avec eux? Comment eux agissent-ils avec le spectateur? Qu'est-ce qu'attend le spectateur?"" (Source: Rapport d'activité 1993/1994)";;Fichier numérisé disponible.;Sarkis;;;;
